,T1,T1ERR,T2,T2ERR,N1,N2,CHI1,CHI2,WVSC,BOLO1,BOLO2,DIST,DISTERR,BOLO1ABS,BOLO2ABS,SPEC1,SPEC2,MSQ1,MSQ2
71,2038.2408364844487,0.0011167462972828243,1996.338140647796,0.0009471696870352294,1.2167842718983964e-15,2.474680257925422e-15,4.73735113112995,37.5208428741096,246,0.03771372094264109,0.07058604086250676,46.93389764148716,[349.00994581],0.8307543555837527,1.5548627773728685,COLD,COLD,NOT_MSQ,NOT_MSQ
72,3571.3040949072456,0.2668014780437876,2375.0581941288438,0.03727847921069261,6.0121116051799e-16,2.008902039954909e-14,186.85526214675127,1593.8399727977285,247,0.1756323028632808,1.14794845768948,3.2920378893413793,[0.34969692],0.019034174471450425,0.12440906867174142,M,COLD,MSQ,NOT_MSQ
73,1904.3286584145774,0.0007809500918661152,1824.3446102076152,0.0018031392693485312,2.3946095592963634e-15,2.310406879859161e-15,2.7392903982878463,33.68721987610212,248,0.05655414072530147,0.04595965787779608,1.4002214528640105,[0.49590902],0.0011088118600910224,0.000901094298084297,COLD,COLD,NOT_MSQ,NOT_MSQ
74,2597.640381977847,0.020462326289621427,2343.2766483673163,0.005529065555022864,1.0972913475003805e-15,1.590350138910533e-14,24.734646864534156,284.6039521380292,249,0.08972341836938237,0.8610996614984419,1.5579151894806949,[0.05912529],0.0021776768518221913,0.020899747624829483,M,COLD,MSQ,NOT_MSQ
75,2146.4869543530654,0.004550209350035679,2014.0804616213227,0.00114353985465742,1.7683726302269416e-15,7.489225889353986e-15,12.079408294459682,50.05766282369573,250,0.0674142480363369,0.22131340522533194,1.32854174029445,[0.13106263],0.0011898770880854838,0.003906232848905476,COLD,COLD,NOT_MSQ,NOT_MSQ
76,2807.0780018660685,0.020197997657518847,1761.9424195020588,0.01010179834891368,3.524118558966826e-16,9.497584433319413e-15,15.091013458482816,333.1664474701932,251,0.039294969114479654,0.1643764713883108,2.4045774401799145,[0.97387802],0.0022720322322363085,0.009504235520009442,M,COLD,MSQ,NOT_MSQ
77,2249.841508852592,0.0004988840722362829,2112.6302111857335,0.008158204874572066,1.9038376094557288e-15,1.141085133812978e-14,1.789912202629345,558.7163863379552,253,0.08759984917383584,0.40820335470016506,7.092087170403671,[2.45674324],0.04406070971686919,0.2053169005029304,COLD,COLD,NOT_MSQ,NOT_MSQ
78,1877.5706961136532,0.004620573620025267,1519.8231740423785,0.006569373327415663,1.6252597745574188e-15,2.5207315492064045e-14,9.673405367881973,441.41597912471144,256,0.03627184613878673,0.24151937508295912,-41.47425721886405,[945.18768452],0.6239171077923003,4.154408612150228,COLD,COLD,NOT_MSQ,NOT_MSQ
79,2127.094087051118,0.0013789577219731756,2115.663450911442,0.004977683619137654,4.949372100113268e-15,3.4455490794035647e-14,2.651023821308755,283.9706899564376,257,0.18195400690058677,1.2396793924091412,0.9308948131626433,[0.0300869],0.0015767500186026856,0.010742629625685786,COLD,COLD,NOT_MSQ,NOT_MSQ
80,1860.4441847057137,0.0009820631461200295,1643.9946027857438,0.0050090841722196374,1.4891577857886524e-15,4.66470339730465e-14,1.0488137059898839,572.3115626151791,260,0.032038244189748245,0.6119029212448145,2.0450888175733697,[0.83836157],0.0013399637674710277,0.025592156012722245,COLD,COLD,NOT_MSQ,NOT_MSQ
81,1560.3965302163194,0.0008705821836573966,1546.8217782101926,0.012316596946261213,9.63807230771986e-15,1.1384914436700643e-13,2.0582515615684693,1636.4025331766632,262,0.10260879621494015,1.170428656620261,5.835379304848303,[3.89775649],0.03493998983033778,0.39855028874701326,COLD,COLD,NOT_MSQ,NOT_MSQ
82,1656.3316270185765,0.0014264240166316283,1525.2223943603478,0.002037236997355183,2.4531076499894022e-15,2.1027929921012585e-14,1.7167464274594315,87.43276672364492,263,0.03315606989469149,0.20435371442518732,12.444403693170482,[79.68839113],0.05134654528899519,0.31646866730689477,COLD,COLD,NOT_MSQ,NOT_MSQ
83,1743.1650848951672,0.0006870754177155593,1722.9071782851067,0.003500392056867506,2.4404115362009337e-15,1.867954765417016e-14,1.6832676128316197,286.34693658398635,265,0.040464707472215214,0.2955784090458067,2.160919416237819,[0.74657344],0.0018895289427559442,0.013802248765280205,COLD,COLD,NOT_MSQ,NOT_MSQ
84,1809.5459203515604,0.0011682296998297645,1635.7660966895671,0.003239022970515405,2.588705373499664e-15,2.8262436514981747e-14,1.850822923761908,308.4391329799945,266,0.049845000460904225,0.3633717284167423,2.7006596682618227,[1.36745117],0.0036354763334065145,0.026502744641846907,COLD,COLD,NOT_MSQ,NOT_MSQ
